sku,name,description,short_description,attr_desc_features,attr_desc_supplement
"sdi_1575","280-29-B Risen Christ - Wood Carved","<body><p>280/29/B Risen Christ - Wood Carved Statue - From Demetz Art Studio in Italy Hand Carved in Linden Wood, 3/4 relief, shown in traditional colors or stained in different shades of brown. Available in multiple sizes.</p><p><strong>Available Standard Sizes:</strong></p><ul><li><strong>Wood - 2', 30"", 3', 4', 5', 6'<br><br><em>Please <a target=""_blank"" href=""static/static_aboutus.asp"">Contact</a> Us For Pricing and More Information (Prices Range From $1,947 to $11,990) .</em></strong></li></ul><p><strong>Custom Works:</strong><br></p><ul><li>Many pieces can be customized with different colors, sizes and artwork.<a target=""_blank"" href=""static/demetz.asp"">To learn more about Demetz and the wood carving process click here</a>.</li><li>All Demetz artwork can be sculpted in wood, bronze, marble or made into a mosaic. </li><li>ChurchSupplyWarehouse specializes in custom projects, if you can dream it we can make it.<a target=""_blank"" href=""http://www.churchsupplywarehouse.com/catalog_subcategory.asp_Q_categoryId_E_88""><em>(click here to view recent custom projects)</em></a></li><li>If the statue is listed as available in fiberglass some finishes are suitable for outdoor use.<a target=""_blank"" href=""images/static/fiberglass.jpg""><em>(click here to view available finishes)</em></a><br></li></ul><p><em><a target=""_blank"" href=""pdf/woodcarvings.pdf"">Click here to download our print catalog of Italian wood carved statues by Demetz in .pdf format</a>.(Requires<a target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html"">Acrobat reader</a> ,a free download) </em></p><p><a title=""Get Acrobat Reader"" target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html""><img height=""31"" src=""images/DescriptionImages/getacro.gif"" width=""88"" border=""0""></a></p><p><em>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date. These statues are hand carved and painted in Italy and usually ship in 3 to 4 months. Please contact us for more information.</em><br></p></body>","280-29B Risen Christ, 3/4 Relief - Wood Carved - Click Image For More Details.","","Copyright Demetz Art Studio"
"sdi_1576","280-44 Risen Christ - Wood Carved","<body><p>280/44 Risen Christ - Wood Carved Statue - From Demetz Art Studio in Italy Hand Carved in Linden Wood, 3/4 relief, shown in traditional colors. Available in multiple sizes and in fiberglass. </p><p><strong>Available Standard Sizes:</strong></p><ul><li><strong>Wood - 3', 4', 5', 6'</strong>  </li><li><strong>Fiberglass - 3', 4', 5'<br><br><em>Please <a target=""_blank"" href=""static/static_aboutus.asp"">Contact</a> Us For Pricing and More Information (Prices Range From $2,178 to $11,990) .</em></strong></li></ul><p><strong>Custom Works:</strong><br></p><ul><li>Many pieces can be customized with different colors, sizes and artwork.<a target=""_blank"" href=""static/demetz.asp"">To learn more about Demetz and the wood carving process click here</a>.</li><li>All Demetz artwork can be sculpted in wood, bronze, marble or made into a mosaic. </li><li>ChurchSupplyWarehouse specializes in custom projects, if you can dream it we can make it.<a target=""_blank"" href=""http://www.churchsupplywarehouse.com/catalog_subcategory.asp_Q_categoryId_E_88""><em>(click here to view recent custom projects)</em></a></li><li>If the statue is listed as available in fiberglass some finishes are suitable for outdoor use.<a target=""_blank"" href=""images/static/fiberglass.jpg""><em>(click here to view available finishes)</em></a><br></li></ul><p><em><a target=""_blank"" href=""pdf/woodcarvings.pdf"">Click here to download our print catalog of Italian wood carved statues by Demetz in .pdf format</a>.(Requires<a target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html"">Acrobat reader</a> ,a free download) </em></p><p><a title=""Get Acrobat Reader"" target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html""><img height=""31"" src=""images/DescriptionImages/getacro.gif"" width=""88"" border=""0""></a></p><p><em>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date. These statues are hand carved and painted in Italy and usually ship in 3 to 4 months. Please contact us for more information.</em><br></p></body>","280-44 Risen Christ, 3/4 Relief - Wood Carved - Click Image For More Details.","","Copyright Demetz Art Studio"
"sdi_1577","280-45 Risen Christ - Wood Carved","<body><p>280/45 Risen Christ - Wood Carved Statue - From Demetz Art Studio in Italy Hand Carved in Linden Wood, 3/4 relief, shown in traditional colors. Available in multiple sizes and in fiberglass. </p><p><strong>Available Standard Sizes:</strong></p><ul><li><strong>Wood - 3', 4', 4'6"", 5', 6', 8'</strong></li><li><strong>Fiberglass - 3', 6', 8'<br><br><em>Please <a target=""_blank"" href=""static/static_aboutus.asp"">Contact</a> Us For Pricing and More Information (Prices Range From $2,178 to $18,150) .</em></strong></li></ul><p><strong>Custom Works:</strong><br></p><ul><li>Many pieces can be customized with different colors, sizes and artwork.<a target=""_blank"" href=""static/demetz.asp"">To learn more about Demetz and the wood carving process click here</a>.</li><li>All Demetz artwork can be sculpted in wood, bronze, marble or made into a mosaic. </li><li>ChurchSupplyWarehouse specializes in custom projects, if you can dream it we can make it.<a target=""_blank"" href=""http://www.churchsupplywarehouse.com/catalog_subcategory.asp_Q_categoryId_E_88""><em>(click here to view recent custom projects)</em></a></li><li>If the statue is listed as available in fiberglass some finishes are suitable for outdoor use.<a target=""_blank"" href=""images/static/fiberglass.jpg""><em>(click here to view available finishes)</em></a><br></li></ul><p><em><a target=""_blank"" href=""pdf/woodcarvings.pdf"">Click here to download our print catalog of Italian wood carved statues by Demetz in .pdf format</a>.(Requires<a target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html"">Acrobat reader</a> ,a free download) </em></p><p><a title=""Get Acrobat Reader"" target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html""><img height=""31"" src=""images/DescriptionImages/getacro.gif"" width=""88"" border=""0""></a></p><p><em>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date. These statues are hand carved and painted in Italy and usually ship in 3 to 4 months. Please contact us for more information.</em><br></p></body>","280-45 Risen Christ, 3/4 Relief - Wood Carved - Click Image For More Details.","","Copyright Demetz Art Studio"
"13140","13140 40"" Crucifix","40"" Fontanini woodtone crucifix . 40""H Resin/stone mix, wood.","Fontanini Crucifix - Click Image For More Details!","",""
"PEP-CUST-CROSS","PEP-CUST-CROSS Custom Made Aluminum Cross","Crosses can be fabricated to specifications in wood or metal for everlasting beauty. Handtooled in every detail and finish with epoxy coating. Every unit can be designed in traditional or contemporary styles to meet your architectural expression. Contemporary designs engineered and fabricated in stainless steel. Please Call To Order.","Custom Made Aluminum Cross - Click Image For Details.","4', 6', 8' & 10' heights available;2"", 3"", and 4"" beam widths;3"", 4"" and 6"" beam heights;Bracketing price not included in online estimate.","Please Click Image to View Size Options.""A"" denotes Beam Width.""B"" denotes Beam Height.PRICES SHOWN SUBJECT TO CHANGE"
"sdi_106029","110 Christus Rex - Wood Carved","<body><p>110 Christus Rex - Wood Carved Crucifix - From Demetz Art Studio in Italy Hand Carved in Linden Wood, shown in traditional color with little gold decoration, Byzantine cross of white oak and gilded parts.. Available in multiple sizes.</p><p><strong>Available Standard Sizes:</strong></p><ul><li><strong>Wood (Corpus/Cross) - 10""/20"", 20""/40"", 24""/48"", 30""/5', 3'/6', 4'/8'<br><br><em>Please <a target=""_blank"" href=""static/static_aboutus.asp"">Contact</a> Us For Pricing and More Information (Prices Range From $935 to $7,480) .</em></strong></li></ul><p><strong>Custom Works:</strong><br></p><ul><li>Many pieces can be customized with different colors, sizes and artwork.<a target=""_blank"" href=""static/demetz.asp"">To learn more about Demetz and the wood carving process click here</a>.</li><li>All Demetz artwork can be sculpted in wood, bronze, marble or made into a mosaic. </li><li>ChurchSupplyWarehouse specializes in custom projects, if you can dream it we can make it.<a target=""_blank"" href=""http://www.churchsupplywarehouse.com/catalog_subcategory.asp_Q_categoryId_E_88""><em>(click here to view recent custom projects)</em></a></li><li>If the statue is listed as available in fiberglass some finishes are suitable for outdoor use.<a target=""_blank"" href=""images/static/fiberglass.jpg""><em>(click here to view available finishes)</em></a><br></li></ul><p><em><a target=""_blank"" href=""pdf/woodcarvings.pdf"">Click here to download our print catalog of Italian wood carved statues by Demetz in .pdf format</a>.(Requires<a target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html"">Acrobat reader</a> ,a free download) </em></p><p><a title=""Get Acrobat Reader"" target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html""><img height=""31"" src=""images/DescriptionImages/getacro.gif"" width=""88"" border=""0""></a></p><p><em>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date. These statues are hand carved and painted in Italy and usually ship in 3 to 4 months. Please contact us for more information.</em><br></p></body>","110 Christus Rex Corpus/Crucifix - Click image for more information!","","Copyright Demetz Art Studio"
"ZE1690C","1690C Corpus - Aluminum","Aluminum, polished corpus. Measures 12"" in height by 12"" wide.","Aluminum Corpus - Click Image For Details","","These items have been removed from active inventory but can be custom ordered upon request. Please contact us for current pricing and availability."
"ZE1975C","1975C Corpus - Bronze","Corpus manufactured of composite material with bronze color. Measures 11"" in height by 10"" wide.","Bronze Color Corpus - Click Image For Details","",""
"ZE1870C","1870C Corpus - Aluminum","Aluminum Corpus with bronze color. Measures 7"" in height by 7 1/4"" wide.","Aluminum Corpus - Click Image For Details","",""
"681000-5","681000 Corpus Leonardo - Wood Carved Colored","Corpus Leonardo - Hand Carved in Italy.  Available from 5"" to 95"".  Standard finish (as shown) is colored.  Other finishes available upon request. (Natural Wood, Stained, 3x Stained, Gold Leafed, Antiqued, etc). <P>Please allow 6-8 weeks for delivery.","Corpus Leonardo - Hand Carved in Italy.  Available from 5"" to 95"". Click image for more details!","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years.  The sculptor carves his works according to his own sketches, drafts and ideas.  Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"".  For larger sizes freight will be billed at a later date. Call for More Information!"
"681000-6","681000 Corpus Leonardo - Wood Carved Colored","Corpus Leonardo - Hand Carved in Italy.  Available from 5"" to 95"".  Standard finish (as shown) is colored.  Other finishes available upon request. (Natural Wood, Stained, 3x Stained, Gold Leafed, Antiqued, etc). <P>Please allow 6-8 weeks for delivery.","Corpus Leonardo - Hand Carved in Italy.  Available from 5"" to 95"". Click image for more details!","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years.  The sculptor carves his works according to his own sketches, drafts and ideas.  Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"".  For larger sizes freight will be billed at a later date. Call for More Information!"
"681000-8","681000 Corpus Leonardo - Wood Carved Colored","Corpus Leonardo - Hand Carved in Italy.  Available from 5"" to 95"".  Standard finish (as shown) is colored.  Other finishes available upon request. (Natural Wood, Stained, 3x Stained, Gold Leafed, Antiqued, etc). <P>Please allow 6-8 weeks for delivery.","Corpus Leonardo - Hand Carved in Italy.  Available from 5"" to 95"". Click image for more details!","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years.  The sculptor carves his works according to his own sketches, drafts and ideas.  Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"".  For larger sizes freight will be billed at a later date. Call for More Information!"
